"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PXW6QE4L","conferencePaper","2022","Ahmed, Toufique; Devanbu, Premkumar","Multilingual training for software engineering","Proceedings of the 44th International Conference on Software Engineering","978-1-4503-9221-1","","10.1145/3510003.3510049","https://doi.org/10.1145/3510003.3510049","Well-trained machine-learning models, which leverage large amounts of open-source software data, have now become an interesting approach to automating many software engineering tasks. Several SE tasks have all been subject to this approach, with performance gradually improving over the past several years with better models and training methods. More, and more diverse, clean, labeled data is better for training; but constructing good-quality datasets is time-consuming and challenging. Ways of augmenting the volume and diversity of clean, labeled data generally have wide applicability. For some languages (e.g., Ruby) labeled data is less abundant; in others (e.g., JavaScript) the available data maybe more focused on some application domains, and thus less diverse. As a way around such data bottlenecks, we present evidence suggesting that human-written code in different languages (which performs the same function), is rather similar, and particularly preserving of identifier naming patterns; we further present evidence suggesting that identifiers are a very important element of training data for software engineering tasks. We leverage this rather fortuitous phenomenon to find evidence that available multilingual training data (across different languages) can be used to amplify performance. We study this for 3 different tasks: code summarization, code retrieval, and function naming. We note that this data-augmenting approach is broadly compatible with different tasks, languages, and machine-learning models.","2022","2024-04-16 18:27:22","2024-04-16 18:27:22","","1443–1455","","","","","","","ICSE '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Pittsburgh, Pennsylvania","","","","code search; code summarization; deep learning; method name prediction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49CMERJR","conferencePaper","2022","Liu, Changlin; Wang, Hanlin; Liu, Tianming; Gu, Diandian; Ma, Yun; Wang, Haoyu; Xiao, Xusheng","ProMal: precise window transition graphs for android via synergy of program analysis and machine learning","Proceedings of the 44th International Conference on Software Engineering","978-1-4503-9221-1","","10.1145/3510003.3510037","https://doi.org/10.1145/3510003.3510037","Mobile apps have been an integral part in our daily life. As these apps become more complex, it is critical to provide automated analysis techniques to ensure the correctness, security, and performance of these apps. A key component for these automated analysis techniques is to create a graphical user interface (GUI) model of an app, i.e., a window transition graph (WTG), that models windows and transitions among the windows. While existing work has provided both static and dynamic analysis to build the WTG for an app, the constructed WTG misses many transitions or contains many infeasible transitions due to the coverage issues of dynamic analysis and over-approximation of the static analysis. We propose ProMal, a ""tribrid"" analysis that synergistically combines static analysis, dynamic analysis, and machine learning to construct a precise WTG. Specifically, ProMal first applies static analysis to build a static WTG, and then applies dynamic analysis to verify the transitions in the static WTG. For the unverified transitions, ProMal further provides machine learning techniques that leverage runtime information (i.e., screenshots, UI layouts, and text information) to predict whether they are feasible transitions. Our evaluations on 40 real-world apps demonstrate the superiority of ProMal in building WTGs over static analysis, dynamic analysis, and machine learning techniques when they are applied separately.","2022","2024-04-16 18:27:22","2024-04-16 18:27:22","","1755–1767","","","","","","","ICSE '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Pittsburgh, Pennsylvania","","","","deep learning; mobile apps; static analysis; window transition graph","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9HBSZW4Z","conferencePaper","2022","Dilhara, Malinda; Ketkar, Ameya; Sannidhi, Nikhith; Dig, Danny","Discovering repetitive code changes in python ML systems","Proceedings of the 44th International Conference on Software Engineering","978-1-4503-9221-1","","10.1145/3510003.3510225","https://doi.org/10.1145/3510003.3510225","Over the years, researchers capitalized on the repetitiveness of software changes to automate many software evolution tasks. Despite the extraordinary rise in popularity of Python-based ML systems, they do not benefit from these advances. Without knowing what are the repetitive changes that ML developers make, researchers, tool, and library designers miss opportunities for automation, and ML developers fail to learn and use best coding practices.To fill the knowledge gap and advance the science and tooling in ML software evolution, we conducted the first and most fine-grained study on code change patterns in a diverse corpus of 1000 top-rated ML systems comprising 58 million SLOC. To conduct this study we reuse, adapt, and improve upon the state-of-the-art repetitive change mining techniques. Our novel tool, R-CPatMiner, mines over 4M commits and constructs 350K fine-grained change graphs and detects 28K change patterns. Using thematic analysis, we identified 22 pattern groups and we reveal 4 major trends of how ML developers change their code. We surveyed 650 ML developers to further shed light on these patterns and their applications, and we received a 15% response rate. We present actionable, empirically-justified implications for four audiences: (i) researchers, (ii) tool builders, (iii) ML library vendors, and (iv) developers and educators.","2022","2024-04-16 18:27:22","2024-04-16 18:27:22","","736–748","","","","","","","ICSE '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Pittsburgh, Pennsylvania","","","","code changes; machine learning; python; refactoring; repetition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8Z8WMHCU","conferencePaper","2022","Nguyen, Giang; Islam, Md Johirul; Pan, Rangeet; Rajan, Hridesh","Manas: mining software repositories to assist AutoML","Proceedings of the 44th International Conference on Software Engineering","978-1-4503-9221-1","","10.1145/3510003.3510052","https://doi.org/10.1145/3510003.3510052","Today deep learning is widely used for building software. A software engineering problem with deep learning is that finding an appropriate convolutional neural network (CNN) model for the task can be a challenge for developers. Recent work on AutoML, more precisely neural architecture search (NAS), embodied by tools like Auto-Keras aims to solve this problem by essentially viewing it as a search problem where the starting point is a default CNN model, and mutation of this CNN model allows exploration of the space of CNN models to find a CNN model that will work best for the problem. These works have had significant success in producing high-accuracy CNN models. There are two problems, however. First, NAS can be very costly, often taking several hours to complete. Second, CNN models produced by NAS can be very complex that makes it harder to understand them and costlier to train them. We propose a novel approach for NAS, where instead of starting from a default CNN model, the initial model is selected from a repository of models extracted from GitHub. The intuition being that developers solving a similar problem may have developed a better starting point compared to the default model. We also analyze common layer patterns of CNN models in the wild to understand changes that the developers make to improve their models. Our approach uses commonly occurring changes as mutation operators in NAS. We have extended Auto-Keras to implement our approach. Our evaluation using 8 top voted problems from Kaggle for tasks including image classification and image regression shows that given the same search time, without loss of accuracy, Manas produces models with 42.9% to 99.6% fewer number of parameters than Auto-Keras' models. Benchmarked on GPU, Manas' models train 30.3% to 641.6% faster than Auto-Keras' models.","2022","2024-04-16 18:27:22","2024-04-16 18:27:22","","1368–1380","","","","","","","ICSE '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Pittsburgh, Pennsylvania","","","","AutoML; deep learning; mining software repositories; MSR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3BSK56EN","conferencePaper","2022","Biswas, Sumon; Wardat, Mohammad; Rajan, Hridesh","The art and practice of data science pipelines: A comprehensive study of data science pipelines in theory, in-the-small, and in-the-large","Proceedings of the 44th International Conference on Software Engineering","978-1-4503-9221-1","","10.1145/3510003.3510057","https://doi.org/10.1145/3510003.3510057","Increasingly larger number of software systems today are including data science components for descriptive, predictive, and prescriptive analytics. The collection of data science stages from acquisition, to cleaning/curation, to modeling, and so on are referred to as data science pipelines. To facilitate research and practice on data science pipelines, it is essential to understand their nature. What are the typical stages of a data science pipeline? How are they connected? Do the pipelines differ in the theoretical representations and that in the practice? Today we do not fully understand these architectural characteristics of data science pipelines. In this work, we present a three-pronged comprehensive study to answer this for the state-of-the-art, data science in-the-small, and data science in-the-large. Our study analyzes three datasets: a collection of 71 proposals for data science pipelines and related concepts in theory, a collection of over 105 implementations of curated data science pipelines from Kaggle competitions to understand data science in-the-small, and a collection of 21 mature data science projects from GitHub to understand data science in-the-large. Our study has led to three representations of data science pipelines that capture the essence of our subjects in theory, in-the-small, and in-the-large.","2022","2024-04-16 18:27:22","2024-04-16 18:27:22","","2091–2103","","","","","","","ICSE '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Pittsburgh, Pennsylvania","","","","data science pipelines; data science processes; descriptive; predictive","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7WPEKCFC","conferencePaper","2022","Georgiou, Stefanos; Kechagia, Maria; Sharma, Tushar; Sarro, Federica; Zou, Ying","Green AI: do deep learning frameworks have different costs?","Proceedings of the 44th International Conference on Software Engineering","978-1-4503-9221-1","","10.1145/3510003.3510221","https://doi.org/10.1145/3510003.3510221","The use of Artificial Intelligence (ai), and more specifically of Deep Learning (dl), in modern software systems, is nowadays widespread and continues to grow. At the same time, its usage is energy demanding and contributes to the increased CO2 emissions, and has a great financial cost as well. Even though there are many studies that examine the capabilities of dl, only a few focus on its green aspects, such as energy consumption.This paper aims at raising awareness of the costs incurred when using different dl frameworks. To this end, we perform a thorough empirical study to measure and compare the energy consumption and run-time performance of six different dl models written in the two most popular dl frameworks, namely PyTorch and TensorFlow. We use a well-known benchmark of dl models, DeepLearningExamples, created by nvidia, to compare both the training and inference costs of dl. Finally, we manually investigate the functions of these frameworks that took most of the time to execute in our experiments.The results of our empirical study reveal that there is a statistically significant difference between the cost incurred by the two dl frameworks in 94% of the cases studied. While TensorFlow achieves significantly better energy and run-time performance than PyTorch, and with large effect sizes in 100% of the cases for the training phase, PyTorch instead exhibits significantly better energy and run-time performance than TensorFlow in the inference phase for 66% of the cases, always, with large effect sizes. Such a large difference in performance costs does not, however, seem to affect the accuracy of the models produced, as both frameworks achieve comparable scores under the same configurations. Our manual analysis, of the documentation and source code of the functions examined, reveals that such a difference in performance costs is under-documented, in these frameworks. This suggests that developers need to improve the documentation of their dl frameworks, the source code of the functions used in these frameworks, as well as to enhance existing dl algorithms.","2022","2024-04-16 18:27:22","2024-04-16 18:27:22","","1082–1094","","","","","","","ICSE '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Pittsburgh, Pennsylvania","","","","APIs; deep learning; energy consumption; run-time performance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XSYZKDY","conferencePaper","2022","Wan, Chengcheng; Liu, Shicheng; Xie, Sophie; Liu, Yifan; Hoffmann, Henry; Maire, Michael; Lu, Shan","Automated testing of software that uses machine learning APIs","Proceedings of the 44th International Conference on Software Engineering","978-1-4503-9221-1","","10.1145/3510003.3510068","https://doi.org/10.1145/3510003.3510068","An increasing number of software applications incorporate machine learning (ML) solutions for cognitive tasks that statistically mimic human behaviors. To test such software, tremendous human effort is needed to design image/text/audio inputs that are relevant to the software, and to judge whether the software is processing these inputs as most human beings do. Even when misbehavior is exposed, it is often unclear whether the culprit is inside the cognitive ML API or the code using the API.This paper presents Keeper, a new testing tool for software that uses cognitive ML APIs. Keeper designs a pseudo-inverse function for each ML API that reverses the corresponding cognitive task in an empirical way (e.g., an image search engine pseudo-reverses the image-classification API), and incorporates these pseudo-inverse functions into a symbolic execution engine to automatically generate relevant image/text/audio inputs and judge output correctness. Once misbehavior is exposed, Keeper attempts to change how ML APIs are used in software to alleviate the misbehavior. Our evaluation on a variety of open-source applications shows that Keeper greatly improves the branch coverage, while identifying many previously unknown bugs.","2022","2024-04-16 18:27:22","2024-04-16 18:27:22","","212–224","","","","","","","ICSE '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Pittsburgh, Pennsylvania","","","","machine learning; machine learning API; software testing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IIPCN83N","conferencePaper","2015","Jia, Yue; Cohen, Myra B.; Harman, Mark; Petke, Justyna","Learning combinatorial interaction test generation strategies using hyperheuristic search","Proceedings of the 37th International Conference on Software Engineering - Volume 1","978-1-4799-1934-5","","","","The surge of search based software engineering research has been hampered by the need to develop customized search algorithms for different classes of the same problem. For instance, two decades of bespoke Combinatorial Interaction Testing (CIT) algorithm development, our exemplar problem, has left software engineers with a bewildering choice of CIT techniques, each specialized for a particular task. This paper proposes the use of a single hyperheuristic algorithm that learns search strategies across a broad range of problem instances, providing a single generalist approach. We have developed a Hyperheuristic algorithm for CIT, and report experiments that show that our algorithm competes with known best solutions across constrained and unconstrained problems: For all 26 real-world subjects, it equals or outperforms the best result previously reported in the literature. We also present evidence that our algorithm's strong generic performance results from its unsupervised learning. Hyperheuristic search is thus a promising way to relocate CIT design intelligence from human to machine.","2015","2024-04-16 18:27:23","2024-04-16 18:27:23","","540–550","","","","","","","ICSE '15","","","","IEEE Press","","","","","","","","","Place: Florence, Italy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VMJURHIG","conferencePaper","2015","Honsel, Verena","Statistical learning and software mining for agent based simulation of software evolution","Proceedings of the 37th International Conference on Software Engineering - Volume 2","","","","","In the process of software development it is of high interest for a project manager to gain insights about the ongoing process and possible development trends at several points in time. Substantial factors influencing this process are, e.g., the constellation of the development team, the growth and complexity of the system, and the error-proneness of software entities. For this purpose we build an agent based simulation tool which predicts the future of a project under given circumstances, stored in parameters, which control the simulation process.We estimate these parameters with the help of software mining. Our work exposed the need for a more fine-grained model for the developer behavior. Due to this we create a learning model, which helps us to understand the contribution behavior of developers and, thereby, to determine simulation parameters close to reality. In this paper we present our agent based simulation model for software evolution and describe how methods from statistical learning and data mining serves us to estimate suitable simulation parameters.","2015","2024-04-16 18:27:23","2024-04-16 18:27:23","","863–866","","","","","","","ICSE '15","","","","IEEE Press","","","","","","","","","Place: Florence, Italy","","","","agent based modeling; developer behavior; hidden markov model; software process simulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JBMY7PUJ","conferencePaper","2015","Filieri, Antonio; Grunske, Lars; Leva, Alberto","Lightweight adaptive filtering for efficient learning and updating of probabilistic models","Proceedings of the 37th International Conference on Software Engineering - Volume 1","978-1-4799-1934-5","","","","Adaptive software systems are designed to cope with unpredictable and evolving usage behaviors and environmental conditions. For these systems reasoning mechanisms are needed to drive evolution, which are usually based on models capturing relevant aspects of the running software. The continuous update of these models in evolving environments requires efficient learning procedures, having low overhead and being robust to changes. Most of the available approaches achieve one of these goals at the price of the other. In this paper we propose a lightweight adaptive filter to accurately learn time-varying transition probabilities of discrete time Markov models, which provides robustness to noise and fast adaptation to changes with a very low overhead. A formal stability, unbiasedness and consistency assessment of the learning approach is provided, as well as an experimental comparison with state-of-the-art alternatives.","2015","2024-04-16 18:27:23","2024-04-16 18:27:23","","200–211","","","","","","","ICSE '15","","","","IEEE Press","","","","","","","","","Place: Florence, Italy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TPHFZYH6","conferencePaper","2018","Rao, Qing; Frtunikj, Jelena","Deep learning for self-driving cars: chances and challenges","Proceedings of the 1st International Workshop on Software Engineering for AI in Autonomous Systems","978-1-4503-5739-5","","10.1145/3194085.3194087","https://doi.org/10.1145/3194085.3194087","Artificial Intelligence (AI) is revolutionizing the modern society. In the automotive industry, researchers and developers are actively pushing deep learning based approaches for autonomous driving. However, before a neural network finds its way into series production cars, it has to first undergo strict assessment concerning functional safety. The chances and challenges of incorporating deep learning for self-driving cars are presented in this paper.","2018","2024-04-16 18:27:23","2024-04-16 18:27:23","","35–38","","","","","","","SEFAIS '18","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Gothenburg, Sweden","","","","automotive; deep learning; functional safety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2W33PCJD","conferencePaper","2018","Damm, Werner; Galbas, Roland","Exploiting learning and scenario-based specification languages for the verification and validation of highly automated driving","Proceedings of the 1st International Workshop on Software Engineering for AI in Autonomous Systems","978-1-4503-5739-5","","10.1145/3194085.3194086","https://doi.org/10.1145/3194085.3194086","We propose a series of methods based on learning key structural properties from traffic data-basis and on statistical model checking, ultimately leading to the construction of a scenario catalogue capturing requirements for controlling criticality for highly autonomous vehicles. We sketch underlying mathematical foundations which allow to derive formal confidence levels that vehicles tested by such a scenario catalogue will maintain the required control of criticality in real traffic matching the probability distributions of key parameters of data recorded in the reference data base employed for this process.","2018","2024-04-16 18:27:23","2024-04-16 18:27:23","","39–46","","","","","","","SEFAIS '18","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Gothenburg, Sweden","","","","formal specification; highly automated driving; learning; requirement analysis; statistical model-checking; verification and validation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2L6HCS5X","conferencePaper","2018","Henriksson, Jens; Borg, Markus; Englund, Cristofer","Automotive safety and machine learning: initial results from a study on how to adapt the ISO 26262 safety standard","Proceedings of the 1st International Workshop on Software Engineering for AI in Autonomous Systems","978-1-4503-5739-5","","10.1145/3194085.3194090","https://doi.org/10.1145/3194085.3194090","Machine learning (ML) applications generate a continuous stream of success stories from various domains. ML enables many novel applications, also in safety-critical contexts. However, the functional safety standards such as ISO 26262 did not evolve to cover ML. We conduct an exploratory study on which parts of ISO 26262 represent the most critical gaps between safety engineering and ML development. While this paper only reports the first steps toward a larger research endeavor, we report three adaptations that are critically needed to allow ISO 26262 compliant engineering, and related suggestions on how to evolve the standard.","2018","2024-04-16 18:27:23","2024-04-16 18:27:23","","47–49","","","","","","","SEFAIS '18","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Gothenburg, Sweden","","","","automotive software; interview study; machine learning; safety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9B9BBAIY","conferencePaper","2023","Gopalakrishna, Nikhil Krishna; Anandayuvaraj, Dharun; Detti, Annan; Bland, Forrest Lee; Rahaman, Sazzadur; Davis, James C.","""If security is required"": engineering and security practices for machine learning-based IoT devices","Proceedings of the 4th International Workshop on Software Engineering Research and Practice for the IoT","978-1-4503-9332-4","","10.1145/3528227.3528565","https://doi.org/10.1145/3528227.3528565","The latest generation of IoT systems incorporate machine learning (ML) technologies on edge devices. This introduces new engineering challenges to bring ML onto resource-constrained hardware, and complications for ensuring system security and privacy. Existing research prescribes iterative processes for machine learning enabled IoT products to ease development and increase product success. However, these processes mostly focus on existing practices used in other generic software development areas and are not specialized for the purpose of machine learning or IoT devices.This research seeks to characterize engineering processes and security practices for ML-enabled IoT systems through the lens of the engineering lifecycle. We collected data from practitioners through a survey (N=25) and interviews (N=4). We found that security processes and engineering methods vary by company. Respondents emphasized the engineering cost of security analysis and threat modeling, and trade-offs with business needs. Engineers reduce their security investment if it is not an explicit requirement. The threats of IP theft and reverse engineering were a consistent concern among practitioners when deploying ML for IoT devices. Based on our findings, we recommend further research into understanding engineering cost, compliance, and security trade-offs.","2023","2024-04-16 18:27:23","2024-04-16 18:27:23","","1–8","","","","","","","SERP4IoT '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Pittsburgh, Pennsylvania","","","","cyber-physical systems; embedded systems; internet of things; machine learning; security and privacy; software engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UH9AVQ2G","conferencePaper","2020","Zhu, Hong; Bayley, Ian","Exploratory Datamorphic Testing of Classification Applications","Proceedings of the IEEE/ACM 1st International Conference on Automation of Software Test","978-1-4503-7957-1","","10.1145/3387903.3389312","https://doi.org/10.1145/3387903.3389312","Testing has been widely recognised as difficult for AI applications. This paper proposes a set of testing strategies for testing machine learning applications in the framework of the datamorphism testing methodology. In these strategies, testing aims at exploring the data space of a classification or clustering application to discover the boundaries between classes that the machine learning application defines. This enables the tester to understand precisely the behaviour and function of the software under test. In the paper, three variants of exploratory strategies are presented with the algorithms as implemented in the automated datamorphic testing tool Morphy. The correctness of these algorithms are formally proved. The paper also reports the results of some controlled experiments with Morphy that study the factors that affect the test effectiveness of the strategies.","2020","2024-04-16 18:27:23","2024-04-16 18:27:23","","51–60","","","","","","","AST '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Seoul, Republic of Korea","","","","Artificial intelligence; Automated software testing; Datamorphic testing; Exploratory testing; Software testing; Test method; Test strategies; Testing tools","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5PXGU5FJ","conferencePaper","2020","Klünder, Jil; Karajic, Dzejlana; Tell, Paolo; Karras, Oliver; Münkel, Christian; Münch, Jürgen; MacDonell, Stephen G.; Hebig, Regina; Kuhrmann, Marco","Determining Context Factors for Hybrid Development Methods with Trained Models","Proceedings of the International Conference on Software and System Processes","978-1-4503-7512-2","","10.1145/3379177.3388898","https://doi.org/10.1145/3379177.3388898","Selecting a suitable development method for a specific project context is one of the most challenging activities in process design. Every project is unique and, thus, many context factors have to be considered. Recent research took some initial steps towards statistically constructing hybrid development methods, yet, paid little attention to the peculiarities of context factors influencing method and practice selection. In this paper, we utilize exploratory factor analysis and logistic regression analysis to learn such context factors and to identify methods that are correlated with these factors. Our analysis is based on 829 data points from the HELENA dataset. We provide five base clusters of methods consisting of up to 10 methods that lay the foundation for devising hybrid development methods. The analysis of the five clusters using trained models reveals only a few context factors, e.g., project/product size and target application domain, that seem to significantly influence the selection of methods. An extended descriptive analysis of these practices in the context of the identified method clusters also suggests a consolidation of the relevant practice sets used in specific project contexts.","2020","2024-04-16 18:27:23","2024-04-16 18:27:23","","61–70","","","","","","","ICSSP '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Seoul, Republic of Korea","","","","Agile software development; exploratory factor analysis; hybrid development method; logistical regression analysis; software process","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FDRLZACA","conferencePaper","2023","Habibullah, Khan Mohammad; Gay, Gregory; Horkoff, Jennifer","Non-functional requirements for machine learning: an exploration of system scope and interest","Proceedings of the 1st Workshop on Software Engineering for Responsible AI","978-1-4503-9319-5","","10.1145/3526073.3527589","https://doi.org/10.1145/3526073.3527589","Systems that rely on Machine Learning (ML systems) have differing demands on quality—non-functional requirements (NFRs)—compared to traditional systems. NFRs for ML systems may differ in their definition, scope, and importance. Despite the importance of NFRs for ML systems, our understanding of their definitions and scope—and of the extent of existing research—is lacking compared to our understanding in traditional domains.Building on an investigation into importance and treatment of ML system NFRs in industry, we make three contributions towards narrowing this gap: (1) we present clusters of ML system NFRs based on shared characteristics, (2) we use Scopus search results—as well as inter-coder reliability on a sample of NFRs—to estimate the number of relevant studies on a subset of the NFRs, and (3), we use our initial reading of titles and abstracts in each sample to define the scope of NFRs over parts of the system (e.g., training data, ML model). These initial findings form the groundwork for future research in this emerging domain.","2023","2024-04-16 18:27:23","2024-04-16 18:27:23","","29–36","","","","","","","SE4RAI '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Pittsburgh, Pennsylvania","","","","machine learning; machine learning systems; non-functional requirements; requirements engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T2GLAP5H","conferencePaper","2023","Matsui, Beatriz M. A.; Goya, Denise H.","MLOps: a guide to its adoption in the context of responsible AI","Proceedings of the 1st Workshop on Software Engineering for Responsible AI","978-1-4503-9319-5","","10.1145/3526073.3527591","https://doi.org/10.1145/3526073.3527591","DevOps practices have increasingly been applied to software development as well as the machine learning lifecycle, in a process known as MLOps. Currently, many professionals have written about this topic, but still few results can be found in the academic and scientific literature on MLOps and how to to implement it effectively. Considering aspects of responsible AI, this number is even lower, opening up a field of research with many possibilities. This article presents five steps to guide the understanding and adoption of MLOps in the context of responsible AI. The study aims to serve as a reference guide for all those who wish to learn more about the topic and intend to implement MLOps practices to develop their systems, following responsible AI principles.","2023","2024-04-16 18:27:23","2024-04-16 18:27:23","","45–49","","","","","","","SE4RAI '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Pittsburgh, Pennsylvania","","","","development; DevOps; machine learning; MLOps; model; responsible AI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6T6A2VR","conferencePaper","2023","Lewis, Grace A.; Echeverría, Sebastián; Pons, Lena; Chrabaszcz, Jeffrey","Augur: a step towards realistic drift detection in production ML systems","Proceedings of the 1st Workshop on Software Engineering for Responsible AI","978-1-4503-9319-5","","10.1145/3526073.3527590","https://doi.org/10.1145/3526073.3527590","The inference quality of deployed machine learning (ML) models degrades over time due to differences between training and production data, typically referred to as drift. While large organizations rely on periodic training to evade drift, the reality is that not all organizations have the data and the resources required to do so. We propose a process for drift behavior analysis at model development time that determines the set of metrics and thresholds to monitor for runtime drift detection. Better understanding of how models will react to drift before they are deployed, combined with a mechanism for how to detect this drift in production, is an important aspect of Responsible AI. The toolset and experiments reported in this paper provide an initial demonstration of (1) drift behavior analysis as a part of the model development process, (2) metrics and thresholds that need to be monitored for drift detection in production, and (3) libraries for drift detection that can be embedded in production monitoring infrastructures.","2023","2024-04-16 18:27:23","2024-04-16 18:27:23","","37–44","","","","","","","SE4RAI '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Pittsburgh, Pennsylvania","","","","drift detection; machine learning; model monitoring; responsible AI; software engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7DSZIHJC","conferencePaper","2023","Kolltveit, Ask Berstad; Li, Jingyue","Operationalizing machine learning models: a systematic literature review","Proceedings of the 1st Workshop on Software Engineering for Responsible AI","978-1-4503-9319-5","","10.1145/3526073.3527584","https://doi.org/10.1145/3526073.3527584","Deploying machine learning (ML) models to production with the same level of rigor and automation as traditional software systems has shown itself to be a non-trivial task, requiring extra care and infrastructure to deal with the additional challenges. Although many studies focus on adapting ML software engineering (SE) approaches and techniques, few studies have summarized the status and challenges of operationalizing ML models. Model operationalization encompasses all steps after model training and evaluation, including packaging the model in a format appropriate for deployment, publishing to a model registry or storage, integrating the model into a broader software system, serving, and monitoring. This study is the first systematic literature review investigating the techniques, tools, and infrastructures to operationalize ML models. After reviewing 24 primary studies, the results show that there are a number of tools for most use cases to operationalize ML models and cloud deployment in particular. The review also revealed several research opportunities, such as dynamic model-switching, continuous model-monitoring, and efficient edge ML deployments.","2023","2024-04-16 18:27:23","2024-04-16 18:27:23","","1–8","","","","","","","SE4RAI '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Pittsburgh, Pennsylvania","","","","deployment; machine learning; MLOps; operationalization; systematic literature review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
